registro_id,data,ano,mes,dia,segmento,empresa,cidade,numero_clientes,ticket_medio,receita,custo,lucro,indice_satisfacao,taxa_ocupacao,taxa_crescimento,custo_marketing,investimento_publicidade,previsao_vendas,previsao_custos,sensibilidade_negocios,indice_correcao,programacao_linear,regiao,estado,pais,tipo_cliente,canal_venda,categoria_produto,tipo_servico,plano,faixa_etaria,genero,fonte_trafego,dispositivo,sistema_operacional,navegador,quantidade_produtos,custo_por_cliente,receita_por_cliente,lucro_por_cliente,desconto_medio,percentual_desconto,taxa_conversao,vendas_por_vendedor,comissao_vendas,valor_impostos,frete_medio,pedidos_por_cliente,LTV,CAC,MRR,ARR,receita_media_diaria,custo_por_clique,custo_por_mil_impressoes,taxa_de_clique,impressoes,cliques,leads_gerados,custo_por_lead,ROAS,avaliacao_media,numero_avaliacoes,NPS,CSAT,reclamacoes,tempo_medio_resposta,tempo_medio_entrega,taxa_devolucao,nivel_estoque,giro_estoque,custo_estoque,numero_fornecedores,taxa_de_defeito,usuarios_ativos,tempo_medio_sessao,taxa_retencao,churn_rate,funcionalidade_mais_usada,numero_sessoes,RevPAR,taxa_evasao,tempo_medio_atendimento,despesa_administrativa,despesa_com_pessoal,despesa_fixa,despesa_variavel,despesa_tributaria,despesa_financeira
1419,2022-06-15,2022,6,15,Varejo,Sales,Pires,1,32.04,32.04,23.38,8.66,3.6,,40.0,3.18,32528.85,36.23,23.69,1.38,1.07,1784.67,Mato Grosso,TO,Brasil,B2B,Representante,Roupas,,,55+,Masculino,Direto,Desktop,Windows,Outro,6,23.38,32.04,8.66,84.55,72.52,25.89,4,0.33,8.57,0.52,8.89,52746.42,149.23,0.0,0.0,1.07,17.79,22.02,7.92,8377,663,258,0.01,0.0,2.6,60,29,4,41,28.24,3.68,59.43,160,2.09,2869.44,45,3.34,0,33.79,3.79,18.68,,156,,,,12369.36,35716.98,34196.72,24365.55,1.74,501.04
2097,2022-06-15,2022,6,15,TI,Vasconcelos Costela - ME,Novaes,1,58.3,58.3,36.52,21.78,5.3,,68.22,6.23,23185.28,61.78,38.78,75.74,0.997,1674.44,Sergipe,MT,Brasil,B2C,Online,,Suporte,Teste,55+,Feminino,Email,Mobile,Linux,Firefox,0,36.52,58.3,21.78,167.35,74.16,5.18,0,0.0,10.0,0.0,4.7,72.07,54.33,68.11,817.32,1.94,34.36,64.84,21.98,34497,7582,400,0.02,0.0,5.0,74,29,3,57,55.74,0.8,86.46,0,0.0,0.0,14,1.01,63,265.83,75.06,26.32,FuncA,449,,,,18296.97,56111.68,49826.43,23062.8,7.87,2007.15
2334,2022-06-15,2022,6,15,TI,Carvalho e Filhos,Nascimento do Galho,1,44.93,44.93,36.01,8.92,5.1,,-9.97,5.84,1277.07,50.06,39.27,6.39,0.904,1707.57,Mato Grosso do Sul,RR,Brasil,B2C,Aplicativo,,Desenvolvimento,Teste,55+,Outro,Direto,Desktop,macOS,Chrome,0,36.01,44.93,8.92,124.44,73.47,14.54,0,0.0,4.5,0.0,1.93,77.56,74.78,45.4,544.8,1.5,30.28,61.83,20.28,44325,8989,440,0.01,0.04,1.0,27,85,1,45,103.46,11.24,52.28,0,0.0,0.0,2,4.53,513,316.35,53.62,24.14,FuncA,467,,,,20093.32,76728.07,28823.87,14411.56,5.66,3054.21
2392,2022-06-15,2022,6,15,TI,Macedo,Marques de Cassiano,1,33.07,33.07,21.0,12.07,5.8,,3.48,5.84,15470.83,35.57,21.65,28.47,1.012,1754.23,Alagoas,TO,Brasil,B2B,Telefone,,Treinamento,Básico,46-55,Outro,Email,Tablet,Linux,Firefox,0,21.0,33.07,12.07,61.2,64.92,9.79,0,0.0,7.9,0.0,2.45,11.6,37.43,31.17,374.04,1.1,33.61,63.47,19.24,37550,7224,374,0.02,0.0,2.9,81,42,4,47,109.14,4.99,55.69,0,0.0,0.0,5,7.47,384,363.91,13.55,19.14,Outra,498,,,,15015.2,86996.33,32397.23,11723.49,2.18,2135.52
28,2022-06-16,2022,6,16,Varejo,Ramos,Monteiro,57,31.07,1770.99,1665.82,105.17,8.9,,25.48,102.67,12356.9,1933.97,1690.43,11.7,0.955,266.48,Distrito Federal,RR,Brasil,Pessoa Jurídica,Online,Livros,,,18-25,Feminino,Busca orgânica,Desktop,iOS,Outro,21,29.22,31.07,1.85,37.82,54.9,11.45,3,31.86,228.93,1.27,2.03,94.34,32.93,0.0,0.0,59.03,0.01,5.14,0.0,2079,0,144,0.71,0.14,4.4,9,6,3,7,15.96,5.78,10.64,1,1.14,13.63,17,2.59,0,51.92,82.93,7.49,,38,,,,2444.48,2274.69,13414.95,9980.37,168.28,283.27
194,2022-06-16,2022,6,16,Varejo,Novaes,Fernandes,1,27.78,27.78,16.72,11.06,6.7,,-41.25,2.73,6244.52,30.35,17.25,21.54,1.049,948.23,Pernambuco,ES,Brasil,B2C,Online,Alimentos,,,18-25,Masculino,Anúncio pago,Desktop,Windows,Safari,4,16.72,27.78,11.06,89.27,76.27,7.89,5,0.46,7.52,0.0,3.78,19.33,130.98,0.0,0.0,0.93,6.47,11.37,3.36,10510,353,183,0.01,0.0,1.0,73,93,4,10,12.23,8.78,8.37,29,1.19,275.25,1,9.26,0,40.22,31.46,8.43,,16,,,,6389.35,1340.61,12637.63,17485.7,2.94,378.82
305,2022-06-16,2022,6,16,TI,da Luz Pereira Ltda.,Correia,1,32.66,32.66,20.72,11.94,7.7,,-48.28,2.23,7228.92,34.49,21.18,81.11,1.057,3339.38,Pernambuco,RS,Brasil,Pessoa Física,Loja física,,Consultoria,Básico,46-55,Outro,Busca orgânica,Mobile,macOS,Outro,0,20.72,32.66,11.94,42.07,56.3,2.15,0,0.0,6.77,0.0,1.81,1.06,150.03,37.34,448.08,1.09,0.87,12.16,2.78,8292,230,128,0.02,0.0,1.0,187,80,3,8,20.45,11.38,2.03,0,0.0,0.0,6,9.14,94,51.1,10.12,7.03,FuncA,26,,,,255.1,6180.24,11413.92,15683.37,3.97,1034.41
489,2022-06-16,2022,6,16,Varejo,Gomes,da Paz,1,45.59,45.59,31.88,13.71,6.3,,14.14,2.51,5622.7,51.58,33.09,67.22,0.921,2158.01,Goiás,MT,Brasil,B2C,Aplicativo,Livros,,,55+,Feminino,Rede social,Mobile,Windows,Safari,10,31.88,45.59,13.71,27.11,37.29,1.63,4,1.73,5.95,0.75,1.61,1.9,179.09,0.0,0.0,1.52,0.4,14.52,0.78,1547,12,29,0.09,0.01,1.0,87,-30,3,28,13.06,7.92,7.83,111,1.98,1528.3,3,4.68,0,156.73,34.43,22.93,,93,,,,2726.95,7403.12,10523.99,25613.53,5.6,359.31
732,2022-06-16,2022,6,16,Varejo,Montenegro Azevedo - ME,da Conceição do Campo,1,38.3,38.3,30.99,7.31,9.5,,-53.05,4.65,12036.95,43.29,32.45,17.66,0.985,682.37,Mato Grosso do Sul,DF,Brasil,Pessoa Física,Aplicativo,Eletrônicos,,,46-55,Outro,Direto,Desktop,Linux,Chrome,44,30.99,38.3,7.31,97.28,71.75,15.19,7,0.45,7.21,0.0,2.15,1481.32,76.28,0.0,0.0,1.28,2.64,28.86,17.71,11899,2107,177,0.03,0.0,3.5,203,6,3,26,7.07,0.58,19.48,199,1.5,3043.2,1,1.14,0,32.65,69.56,30.08,,88,,,,5095.13,5832.46,20142.0,35325.49,4.29,0.0
990,2022-06-16,2022,6,16,TI,Sousa Casa Grande e Filhos,Freitas do Campo,1,40.46,40.46,37.4,3.06,9.9,,-23.55,5.75,14296.91,46.24,38.25,87.92,0.959,1948.63,Amapá,RR,Brasil,B2C,Telefone,,Treinamento,Teste,36-45,Feminino,Rede social,Desktop,iOS,Firefox,0,37.4,40.46,3.06,20.19,33.29,5.3,0,0.0,4.3,0.0,14.03,9852.36,158.54,44.81,537.72,1.35,13.3,27.06,12.56,8885,1115,92,0.06,0.0,1.0,21,-73,1,34,2.59,1.33,36.32,0,0.0,0.0,43,4.81,570,77.61,23.02,8.95,FuncA,160,,,,16547.3,455.61,16114.24,31049.33,4.03,196.97
1663,2022-06-16,2022,6,16,Varejo,Mendes,Vasconcelos Paulista,1,31.63,31.63,28.31,3.32,10.0,,90.98,5.91,30760.77,35.77,29.28,18.56,0.942,293.11,Alagoas,PE,Brasil,Pessoa Jurídica,Representante,Alimentos,,,18-25,Outro,Rede social,Tablet,Linux,Chrome,24,28.31,31.63,3.32,176.97,84.84,0.68,13,0.91,8.34,5.62,4.21,3829.92,49.45,0.0,0.0,1.05,33.17,64.97,12.69,12719,1614,135,0.04,0.0,5.0,31,-49,2,51,28.05,5.42,68.24,240,0.42,3456.31,32,3.01,0,122.47,26.41,3.99,,193,,,,6858.48,48135.84,41855.99,17540.22,2.32,2124.33
1990,2022-06-16,2022,6,16,TI,da Rosa Gomes - ME,Costela de Macedo,1,46.27,46.27,36.68,9.59,8.9,,35.94,4.33,30043.55,50.77,38.26,97.55,1.027,466.01,Amapá,AL,Brasil,B2C,Aplicativo,,Desenvolvimento,Básico,46-55,Outro,Busca orgânica,Tablet,iOS,Outro,0,36.68,46.27,9.59,247.89,84.27,2.07,0,0.0,7.41,0.0,3.08,227.72,74.15,37.12,445.44,1.54,34.6,52.63,19.8,32412,6417,378,0.01,0.0,3.0,88,20,1,76,55.41,1.06,75.19,0,0.0,0.0,7,2.23,476,220.84,63.44,10.44,FuncA,385,,,,15213.69,43158.16,47210.01,21867.78,5.58,3218.71
2333,2022-06-16,2022,6,16,TI,Nunes,Guerra de Farias,1,46.23,46.23,30.06,16.17,4.1,,-10.39,5.18,493.32,49.2,32.94,4.92,0.953,1878.22,Rio Grande do Norte,PI,Brasil,Pessoa Física,Aplicativo,,Outros,Teste,26-35,Feminino,Email,Desktop,macOS,Edge,0,30.06,46.23,16.17,123.39,72.74,12.71,0,0.0,13.54,0.0,1.92,75.34,78.57,38.13,457.56,1.54,31.1,61.57,20.33,44113,8968,424,0.01,0.09,1.2,44,87,2,43,102.14,10.71,53.8,0,0.0,0.0,1,4.66,654,313.16,45.89,24.16,FuncC,462,,,,20344.54,76621.42,28191.5,14534.75,5.35,3009.33
182,2022-06-17,2022,6,17,TI,Lima,Silveira,1,29.7,29.7,24.4,5.3,4.6,,-43.96,5.43,12312.37,33.58,26.0,20.58,1.051,1175.51,Rio Grande do Sul,RO,Brasil,Pessoa Física,Aplicativo,,Consultoria,Teste,26-35,Masculino,Referência,Tablet,iOS,Safari,0,24.4,29.7,5.3,102.09,77.46,3.92,0,0.0,5.56,0.0,2.76,60.4,104.16,34.5,414.0,0.99,4.02,17.88,2.23,8478,189,155,0.04,0.0,1.3,41,75,2,7,12.82,8.99,5.5,0,0.0,0.0,7,8.74,343,66.47,26.41,5.73,Outra,23,,,,6768.69,2038.78,13531.69,18526.71,2.05,421.27
274,2022-06-17,2022,6,17,TI,Nogueira,Viana do Norte,1,30.73,30.73,24.03,6.7,6.1,,-58.33,2.41,1415.52,32.42,25.27,40.67,0.919,2350.82,Ceará,RR,Brasil,Pessoa Física,Online,,Treinamento,Teste,18-25,Outro,Referência,Tablet,Windows,Safari,0,24.03,30.73,6.7,47.27,60.6,6.35,0,0.0,4.98,0.0,3.55,3.85,153.4,35.23,422.76,1.02,4.45,9.99,0.74,8901,65,127,0.02,0.02,1.9,181,72,5,12,20.58,12.46,1.85,0,0.0,0.0,8,4.59,96,30.54,26.15,2.04,FuncC,32,,,,4053.06,3978.36,12914.48,16748.66,3.76,1323.73
296,2022-06-17,2022,6,17,Varejo,Nascimento Ltda.,Silva,1,32.59,32.59,25.26,7.33,10.0,,-65.48,2.43,3963.83,35.35,26.6,56.26,0.938,3413.71,São Paulo,AC,Brasil,B2C,Telefone,Livros,,,26-35,Masculino,Direto,Mobile,Android,Chrome,37,25.26,32.59,7.33,27.02,45.33,2.19,4,0.7,4.3,0.0,1.96,1.64,153.19,0.0,0.0,1.09,4.01,17.29,2.55,8491,216,117,0.02,0.01,1.7,181,81,2,11,16.93,11.28,4.86,33,0.64,206.88,9,9.23,0,27.18,17.85,7.54,,13,,,,0.0,3475.88,12098.68,13849.63,3.54,938.62
545,2022-06-17,2022,6,17,TI,Freitas Gomes - ME,Alves da Serra,1,46.81,46.81,41.34,5.47,7.6,,16.15,4.16,1284.69,52.24,41.48,86.81,1.099,2170.64,Pará,RR,Brasil,B2C,Loja física,,Suporte,Gratuito,18-25,Masculino,Rede social,Tablet,iOS,Edge,0,41.34,46.81,5.47,5.29,10.15,2.51,0,0.0,5.35,0.0,2.36,2.0,201.63,53.09,637.08,1.56,3.39,13.13,6.48,5049,327,159,0.03,0.04,1.5,90,-29,4,17,22.99,3.68,8.05,0,0.0,0.0,19,3.04,473,108.92,32.08,27.37,FuncC,130,,,,7141.17,6042.39,8723.15,25427.92,2.37,245.41
675,2022-06-17,2022,6,17,Varejo,Pastor,Jesus,1,48.11,48.11,31.25,16.86,7.2,,-28.4,8.75,5679.92,50.54,31.53,57.93,0.958,1047.63,Paraná,MG,Brasil,B2B,Loja física,Móveis,,,26-35,Masculino,Direto,Tablet,Android,Edge,40,31.25,48.11,16.86,89.71,65.09,4.33,5,0.5,14.22,4.1,3.13,140.54,109.05,0.0,0.0,1.6,1.51,21.66,16.21,13427,2176,111,0.08,0.01,1.9,167,29,4,20,8.8,2.39,19.64,373,0.29,2405.31,13,1.16,0,72.5,65.93,32.75,,113,,,,6065.52,9064.94,14361.36,34388.64,6.58,1087.53
1751,2022-06-17,2022,6,17,TI,Abreu,Brito Grande,1,36.23,36.23,23.83,12.4,9.6,,66.9,5.48,26107.3,40.84,24.67,59.45,1.046,120.8,Rio Grande do Norte,PR,Brasil,B2C,Aplicativo,,Outros,Gratuito,26-35,Masculino,Referência,Desktop,iOS,Firefox,0,23.83,36.23,12.4,152.44,80.8,6.35,0,0.0,5.21,0.0,2.97,1546.06,28.52,39.09,469.08,1.21,41.0,68.11,14.16,21691,3071,247,0.02,0.0,1.4,104,-91,1,51,40.65,5.96,79.94,0,0.0,0.0,42,6.98,315,71.78,12.74,5.45,FuncB,273,,,,5182.14,65964.78,45672.12,14957.96,2.81,1886.44
1844,2022-06-17,2022,6,17,TI,Pinto,Rodrigues,1,41.11,41.11,32.4,8.71,7.7,,18.85,7.75,27573.99,46.68,34.14,63.42,1.053,354.14,Rondônia,PE,Brasil,B2B,Representante,,Consultoria,Gratuito,36-45,Feminino,Email,Tablet,Android,Chrome,0,32.4,41.11,8.71,179.9,81.4,1.58,0,0.0,8.68,0.0,1.06,266.87,60.03,36.03,432.36,1.37,41.6,55.61,19.27,29526,5689,410,0.02,0.0,3.8,138,-59,4,62,57.08,6.79,98.34,0,0.0,0.0,34,7.38,322,169.64,89.57,4.22,Outra,291,,,,3019.5,68043.87,49843.07,10698.77,2.25,1796.77
1858,2022-06-17,2022,6,17,Varejo,Lima,das Neves,1,43.97,43.97,30.32,13.65,8.3,,3.31,3.19,32339.42,50.23,31.96,8.88,0.999,786.85,São Paulo,AL,Brasil,B2B,Representante,Roupas,,,55+,Feminino,Direto,Mobile,Windows,Outro,33.29,30.32,43.97,13.65,177.59,80.15,4.48,10,1.11,7.3,0.0,2.67,340.34,53.44,0.0,0.0,1.47,41.82,50.0,16.66,31159,5191,389,0.01,0.0,4.3,86,-58,5,57,52.52,4.17,96.48,128,0.99,2290.74,32,7.22,0,164.62,77.88,6.66,,308,,,,4651.42,67897.8,47207.61,13892.57,3.19,1678.1
1879,2022-06-17,2022,6,17,Varejo,Machado,Cavalcante do Campo,1,46.05,46.05,29.21,16.84,7.7,,4.04,3.5,25553.11,51.73,30.57,24.26,1.089,319.94,Rio Grande do Norte,AC,Brasil,Pessoa Física,Telefone,Outros,,,46-55,Feminino,Direto,Tablet,Linux,Chrome,5,29.21,46.05,16.84,189.69,80.47,0.24,5,1.13,5.49,0.47,4.34,533.19,77.63,0.0,0.0,1.53,44.53,59.44,18.43,33115,6103,433,0.01,0.0,5.0,31,-65,2,69,53.52,3.43,99.92,42,0.35,458.14,33,5.39,0,145.77,89.86,9.01,,318,,,,7923.87,68485.0,42334.76,15835.76,3.04,1903.88
2478,2022-06-17,2022,6,17,TI,Rios,Porto,1,28.61,28.61,22.68,5.93,5.5,,1.59,4.38,13915.42,32.67,24.19,79.85,0.977,1456.88,Rio de Janeiro,PI,Brasil,B2C,Online,,Treinamento,Básico,46-55,Masculino,Busca orgânica,Desktop,Windows,Safari,0,22.68,28.61,5.93,125.07,81.38,9.64,0,0.0,5.91,0.0,5.03,4.23,49.97,32.53,390.36,0.95,27.48,28.19,18.66,37141,6930,294,0.01,0.0,2.8,138,41,5,39,90.56,11.29,60.12,0,0.0,0.0,5,7.12,73,406.08,23.05,28.4,Outra,486,,,,11364.93,97565.03,20575.5,865.0,3.75,104.91
2517,2022-06-17,2022,6,17,TI,Souza Câmara Ltda.,Araújo da Serra,1,37.59,37.59,33.04,4.55,8.9,,-27.88,6.5,19666.71,41.47,34.0,95.09,0.959,1568.77,Mato Grosso,RS,Brasil,B2C,Loja física,,Treinamento,Gratuito,36-45,Outro,Rede social,Desktop,Android,Safari,0,33.04,37.59,4.55,93.03,71.22,9.9,0,0.0,7.53,0.0,5.04,3.9,73.42,31.28,375.36,1.25,27.77,23.81,22.99,42715,9820,342,0.02,0.0,4.2,242,11,2,53,84.37,7.49,65.98,0,0.0,0.0,2,7.08,144,419.14,17.73,30.52,FuncC,500,,,,8905.3,97080.36,20263.04,743.73,3.88,316.39
2704,2022-06-17,2022,6,17,Varejo,Novaes Correia S.A.,Peixoto da Serra,1,37.92,37.92,34.35,3.57,8.7,,17.87,5.99,30233.22,41.55,36.78,78.2,0.951,459.3,Rondônia,DF,Brasil,Pessoa Jurídica,Aplicativo,Alimentos,,,55+,Feminino,Rede social,Tablet,iOS,Outro,5,34.35,37.92,3.57,69.7,64.76,6.92,3,0.8,10.4,0.0,7.56,8.27,87.58,0.0,0.0,1.26,30.92,50.39,18.32,43029,7882,463,0.01,0.0,2.9,53,19,4,59,90.29,6.44,55.97,131,0.81,1952.37,3,7.08,0,433.41,81.5,53.8,,547,,,,20840.45,184627.58,16587.23,20092.17,5.31,2155.76
2722,2022-06-17,2022,6,17,Varejo,Moreira,Araújo da Prata,1,41.42,41.42,29.33,12.09,7.4,,20.49,3.72,33795.61,46.07,30.46,69.14,1.023,1391.41,Amazonas,PR,Brasil,B2B,Representante,Eletrônicos,,,36-45,Outro,Anúncio pago,Desktop,Android,Firefox,26,29.33,41.42,12.09,75.56,64.59,3.94,8,1.33,10.88,2.03,7.35,16.7,49.67,0.0,0.0,1.38,28.72,45.15,20.58,43426,8937,524,0.01,0.0,4.9,77,25,1,54,92.08,7.64,53.98,96,1.01,722.29,5,6.22,0,437.6,74.87,67.8,,562,,,,23125.1,183731.22,17344.08,16740.1,3.91,2040.29
54,2022-06-18,2022,6,18,TI,Vargas,Pastor do Oeste,39,30.04,1171.56,855.72,315.84,8.5,,15.52,158.27,13521.65,1328.8,940.33,11.82,0.944,469.74,Pará,ES,Brasil,B2B,Loja física,,Treinamento,Básico,55+,Outro,Referência,Tablet,iOS,Chrome,0,21.94,30.04,8.1,70.44,70.1,13.19,0,0.0,189.32,0.0,1.09,72.29,29.27,1269.54,15234.48,39.05,2.87,0.57,2.93,2640,77,148,1.07,0.09,5.0,16,-60,3,19,18.68,5.4,1.82,0,0.0,0.0,17,1.4,133,5.97,77.49,3.79,Outra,37,,,,4602.12,1145.01,11984.84,9614.98,161.35,3.46
224,2022-06-18,2022,6,18,Varejo,Nogueira,Correia,1,28.71,28.71,25.07,3.64,8.7,,-30.82,3.18,2487.18,30.3,26.03,15.07,0.997,2112.86,Amazonas,SP,Brasil,B2C,Loja física,Livros,,,46-55,Masculino,Anúncio pago,Tablet,Windows,Safari,26,25.07,28.71,3.64,51.72,64.3,1.07,13,0.38,5.98,3.23,1.43,86.81,112.24,0.0,0.0,0.96,3.25,7.76,0.69,10175,70,142,0.02,0.01,1.3,116,61,3,7,17.7,13.72,5.43,181,1.65,1967.84,4,7.31,0,32.03,48.27,9.22,,30,,,,6510.35,1079.82,13716.0,17794.64,2.92,150.7
1012,2022-06-18,2022,6,18,TI,Machado da Rocha S.A.,Costa Paulista,1,43.6,43.6,28.91,14.69,5.7,,16.49,3.95,23348.87,47.52,31.45,61.42,1.096,2339.43,Mato Grosso do Sul,DF,Brasil,Pessoa Jurídica,Telefone,,Consultoria,Teste,18-25,Masculino,Busca orgânica,Tablet,iOS,Safari,0,28.91,43.6,14.69,19.02,30.37,2.13,0,0.0,11.71,0.0,12.99,7541.61,199.91,50.3,603.6,1.45,13.48,37.76,11.43,10373,1185,7,0.56,0.0,1.4,26,-53,4,39,8.98,0.92,27.74,0,0.0,0.0,52,5.07,163,65.29,20.67,3.34,FuncB,178,,,,17334.43,1252.46,17847.79,30562.77,5.26,434.42
1083,2022-06-18,2022,6,18,Varejo,Mendes da Costa S.A.,Albuquerque das Pedras,1,33.64,33.64,22.42,11.22,7.7,,12.23,3.86,30725.21,38.3,22.78,51.25,0.917,3174.52,Bahia,MT,Brasil,B2B,Telefone,Móveis,,,46-55,Feminino,Referência,Tablet,macOS,Firefox,59,22.42,33.64,11.22,35.12,51.08,2.34,18,0.42,6.29,0.0,13.31,5772.34,211.06,0.0,0.0,1.12,10.44,21.31,16.61,15581,2588,36,0.11,0.0,3.6,98,-44,2,40,8.64,3.65,25.38,106,0.74,897.95,58,2.81,0,52.67,86.69,7.4,,147,,,,15650.72,3802.89,19144.41,34159.62,2.82,10.44
1281,2022-06-18,2022,6,18,Varejo,Câmara Ferreira Ltda.,Freitas,1,26.98,26.98,23.28,3.7,8.0,,-63.79,4.24,33101.33,29.08,25.07,78.31,0.956,58.25,Maranhão,SC,Brasil,Pessoa Física,Loja física,Eletrônicos,,,55+,Outro,Direto,Tablet,Windows,Safari,13,23.28,26.98,3.7,102.64,79.19,20.2,1,0.91,5.79,0.0,14.03,17121.96,261.53,0.0,0.0,0.9,11.72,27.87,12.17,14342,1745,143,0.03,0.0,3.2,85,-80,2,9,28.47,3.76,53.91,10,1.34,185.76,51,2.98,0,70.48,7.31,18.62,,167,,,,4551.8,9959.91,27260.42,21451.98,3.75,0.0
1361,2022-06-18,2022,6,18,Varejo,Pimenta Nogueira - ME,Cavalcanti de Minas,1,32.77,32.77,22.25,10.52,7.8,,-5.05,4.63,27250.33,37.4,23.4,4.89,0.935,163.3,Piauí,PB,Brasil,Pessoa Jurídica,Loja física,Móveis,,,46-55,Feminino,Rede social,Desktop,Linux,Firefox,34,22.25,32.77,10.52,63.26,65.88,27.6,3,0.5,6.17,1.72,12.05,159347.77,213.02,0.0,0.0,1.09,17.05,35.28,10.57,17136,1811,197,0.02,0.0,1.0,39,-25,3,41,26.6,5.3,66.07,54,0.7,687.58,34,0.99,0,81.43,10.79,7.34,,153,,,,11062.91,18045.48,30044.88,20059.37,2.89,476.76
1517,2022-06-18,2022,6,18,TI,Guerra,Carvalho,1,30.47,30.47,25.67,4.8,7.5,,59.34,2.7,28519.38,32.54,26.32,25.05,1.076,1383.85,Alagoas,MT,Brasil,Pessoa Jurídica,Telefone,,Desenvolvimento,Premium,55+,Masculino,Rede social,Desktop,Windows,Edge,0,25.67,30.47,4.8,195.44,86.51,12.88,0,0.0,9.07,0.0,8.03,2587.43,70.39,25.09,301.08,1.02,24.74,30.02,6.64,6173,409,221,0.01,0.0,2.8,125,-43,2,53,15.68,5.97,58.63,0,0.0,0.0,34,2.19,422,105.0,11.4,8.71,FuncC,176,,,,9106.92,35518.04,30963.33,23194.56,2.08,1458.37
1777,2022-06-18,2022,6,18,Varejo,Gomes,Costa,1,36.59,36.59,26.6,9.99,6.5,,45.94,3.88,30781.35,40.77,27.37,97.51,0.972,719.84,Alagoas,MG,Brasil,B2B,Aplicativo,Móveis,,,26-35,Outro,Referência,Tablet,iOS,Safari,39,26.6,36.59,9.99,169.59,82.25,2.12,3,1.71,7.38,0.26,2.85,2494.75,70.23,0.0,0.0,1.22,41.14,84.3,17.01,22963,3906,295,0.01,0.0,2.1,74,-40,5,63,47.87,1.14,90.29,197,1.13,2663.38,28,7.08,0,96.78,37.95,2.28,,267,,,,3755.06,71696.25,45108.13,14584.46,4.27,2125.25
1890,2022-06-18,2022,6,18,TI,Aragão,Cardoso,1,42.31,42.31,33.46,8.85,7.1,,4.68,6.34,26444.85,45.14,36.19,41.08,1.003,79.39,Mato Grosso do Sul,PR,Brasil,B2C,Loja física,,Consultoria,Básico,55+,Masculino,Email,Mobile,macOS,Safari,0,33.46,42.31,8.85,185.36,81.42,2.14,0,0.0,8.91,0.0,6.46,645.53,92.64,35.39,424.68,1.41,41.97,59.5,17.65,32793,5787,446,0.01,0.0,4.7,22,-67,5,75,54.64,3.19,97.04,0,0.0,0.0,27,5.63,60,159.47,98.37,7.88,FuncB,296,,,,9996.21,62541.88,42366.54,15534.27,6.23,2153.33
1916,2022-06-18,2022,6,18,TI,Aparecida,Machado,1,41.94,41.94,32.2,9.74,7.9,,49.61,3.72,30011.84,47.03,33.53,38.69,1.032,588.81,Espírito Santo,MT,Brasil,Pessoa Física,Online,,Desenvolvimento,Básico,36-45,Feminino,Anúncio pago,Tablet,Linux,Safari,0,32.2,41.94,9.74,223.8,84.22,8.14,0,0.0,6.39,0.0,6.82,552.58,63.05,40.18,482.16,1.4,37.22,53.35,20.45,28496,5827,371,0.01,0.0,5.0,77,-40,4,77,53.87,5.29,96.8,0,0.0,0.0,25,5.24,856,190.36,97.93,8.75,Outra,299,,,,10608.4,61384.03,44300.44,17444.46,5.95,3124.2
2116,2022-06-18,2022,6,18,Varejo,Barbosa S.A.,Rios,1,59.62,59.62,49.19,10.43,6.6,,52.42,8.94,20741.15,65.55,49.65,88.43,0.94,2226.79,Rondônia,DF,Brasil,B2C,Online,Alimentos,,,18-25,Masculino,Anúncio pago,Desktop,Windows,Safari,51,49.19,59.62,10.43,165.54,73.52,14.35,12,2.69,7.91,9.59,4.64,160.82,90.81,0.0,0.0,1.99,31.5,70.18,21.43,35718,7654,373,0.02,0.0,2.3,65,55,4,47,57.52,6.21,86.43,200,0.58,3541.94,20,1.8,0,249.67,6.85,29.46,,473,,,,18864.37,60124.23,50802.62,21581.8,8.29,1657.97
2651,2022-06-18,2022,6,18,TI,Costa e Filhos,Araújo do Campo,1,32.94,32.94,31.06,1.88,7.1,,18.53,2.43,20192.72,36.89,31.72,89.62,0.93,1770.78,Piauí,SP,Brasil,Pessoa Jurídica,Telefone,,Desenvolvimento,Básico,18-25,Outro,Rede social,Mobile,macOS,Firefox,0,31.06,32.94,1.88,0.0,0.0,1.5,0,0.0,9.2,0.0,7.56,4.75,125.06,31.93,383.16,1.1,30.86,40.45,17.2,42420,7296,406,0.01,0.0,2.2,122,70,2,56,96.36,11.36,57.12,0,0.0,0.0,10,6.0,177,435.22,95.09,39.82,Outra,567,,,,20768.74,190034.4,11874.82,17409.41,3.22,450.87
2857,2022-06-18,2022,6,18,Varejo,Duarte,Lima,1,30.67,30.67,23.51,7.16,9.3,,67.59,6.05,25388.76,35.16,23.62,99.28,0.995,739.64,Rondônia,TO,Brasil,B2C,Online,Alimentos,,,46-55,Masculino,Rede social,Mobile,Android,Edge,6,23.51,30.67,7.16,33.47,52.18,4.35,7,1.47,8.65,0.0,11.37,12.79,89.15,0.0,0.0,1.02,24.68,7.06,12.85,50793,6526,503,0.01,0.0,4.4,186,31,3,48,74.91,14.45,68.73,134,2.31,792.94,10,1.13,0,427.49,21.38,50.48,,613,,,,10426.1,169920.64,22436.78,19013.74,1.96,1796.34
